model,assembly_id,component_index,trajectory_type,n_candidates,true_best_quality,true_best_source,predicted_best_predicted_quality,predicted_best_actual_quality,predicted_best_source,true_rank_of_predicted_best,exact_best_hit,top3_hit,top5_hit,absolute_regret,relative_regret_percent,zero_actual_quality,selected_beats_zero,true_best_beats_zero,selected_improvement_vs_zero_percent,rank_correlation,candidate_quality_range,best_to_second_quality_gap
scalar_rf,11,5,random_feasible,21,0.6679217492465541,local_informed,0.928179992428513,0.8123872202362794,local_informed,2,False,True,True,0.1444654709897253,21.629101186282504,2.6883086016531905,True,True,69.78073054050799,0.9701298701298702,11.671352875419906,0.1444654709897253
scalar_rf,24,1,zero,21,0.0,informed,0.0050158797941925,0.0,informed,1,True,True,True,0.0,0.0,0.3864960370111485,True,True,100.0,1.0,11.586641658595047,0.219364525423209
scalar_rf,24,1,heuristic,21,0.0,informed,0.0050158797941925,0.0,informed,1,True,True,True,0.0,0.0,0.3864960370111485,True,True,100.0,0.9987012987012988,11.710524465357468,0.1956626658383657
scalar_rf,24,1,partial,21,0.0,informed,0.0050158797941925,0.0,informed,1,True,True,True,0.0,0.0,0.3864960370111485,True,True,100.0,0.9909090909090909,10.818889657713804,0.3864960370111485
scalar_rf,24,1,random_feasible,21,0.0,informed,0.0050158797941925,0.0,informed,1,True,True,True,0.0,0.0,0.3864960370111485,True,True,100.0,0.9987012987012988,10.818889657713804,0.0777597332301123
scalar_rf,24,2,zero,21,0.2475508040768241,informed,0.3018315149412652,0.2475508040768241,informed,1,True,True,True,0.0,0.0,0.4079696531414184,True,True,39.32127005755176,0.9922077922077923,11.440339907080796,0.12205059972283841
scalar_rf,24,2,heuristic,21,0.1219820633624106,zero,0.1238668805380793,0.1219820633624106,zero,1,True,True,True,0.0,0.0,0.1219820633624106,False,False,0.0,1.0,11.096552787700421,0.0
scalar_rf,24,2,partial,21,0.1800656141273625,informed,0.1804026917380637,0.1800656141273625,informed,1,True,True,True,0.0,0.0,0.2475508040768241,True,True,27.261147545502805,0.9896103896103896,10.936225529946213,0.0674851899494616
scalar_rf,24,2,random_feasible,21,0.6692991864595363,local_informed,0.7495779028423504,0.6692991864595363,local_informed,1,True,True,True,0.0,0.0,2.3451148795079977,True,True,71.45985502424706,0.9935064935064933,12.539429459532165,0.2983222257713992
scalar_rf,24,3,zero,21,0.1798268571245531,local_informed,0.2383417619162706,0.2302242486321012,informed,2,False,True,True,0.0503973915075481,28.0255087106602,0.5769131989477133,True,True,60.09378030316709,0.9909090909090909,10.983417065410213,0.0503973915075481
scalar_rf,24,3,heuristic,21,0.0796382288417545,informed,0.0900797107499502,0.0796382288417545,informed,1,True,True,True,0.0,0.0,0.2336518286567188,True,True,65.91585467162811,0.9948051948051948,12.188807087362687,0.1540135998149643
scalar_rf,24,3,partial,21,0.123279207208589,informed,0.1337766089195293,0.123279207208589,informed,1,True,True,True,0.0,0.0,0.3476726038266536,True,True,64.54158140396508,0.9935064935064933,11.383299923788355,0.1755087722675363
scalar_rf,24,3,random_feasible,21,0.5764325948879637,local_informed,0.7057656919868975,0.5764325948879637,local_informed,1,True,True,True,0.0,0.0,3.611480079876204,True,True,84.0388820611265,0.9779220779220777,13.717678355397826,0.12407552045477599
