assembly_index,nonlinearity_strength,zero_final_quality,lsq_final_quality,lsq_improvement_percent,lsq_beats_zero,sequence_length
70,0.5,3.6223743004848883,0.27661276131859974,92.36377198011888,True,5
71,0.5,2.0948043556267715,0.3304952421164973,84.22309743490999,True,5
72,0.5,0.25923195678493094,0.18692958945157637,27.890993159203543,True,5
73,0.5,0.9756931961255049,0.1800335293173279,81.54814135916452,True,5
74,0.5,0.6253581349929025,0.16453125677873856,73.69007492313091,True,5
75,0.5,2.1196300665041017,0.17049047065852313,91.9565931172267,True,5
76,0.5,2.902687869025392,0.3205306870262316,88.95745248923876,True,5
77,0.5,3.008894186973267,0.2067012102856287,93.1303263776931,True,5
78,0.5,3.219451643154607,0.16540335099451317,94.86237504619137,True,5
79,0.5,3.2367899909360554,0.1607774568364041,95.03281160388448,True,5
80,0.5,1.3454596876528822,0.6999179855553125,47.979267459413784,True,5
