assembly_index,component_index,method,pre_quality,post_quality,z_adj_mm,theta_adj_deg,locator_offset_mm,applied_delta_z_mm,applied_delta_theta_deg,applied_delta_locator_mm,utilization,reference_success,reference_evaluations
54,4,LSQ,1.2182093669646115,0.44621931217216615,-0.15789884494003512,-0.09060859738768391,0.2636683558518896,0.0,0.0,0.0,0.2636683558518896,,0
54,4,LSQ_PLUS_ML_THETA,1.1523990332825442,0.41748825379269,-0.15680171664935236,-0.08753517984463224,0.2634923651205907,0.0,-0.005099419399119592,0.0,0.2634923651205907,,0
54,4,LSQ_PLUS_ML_Z_THETA,1.1454790687248328,0.43268647005681415,-0.07309474521866077,-0.08816513217054647,0.26332121817219034,0.02880652614409164,-0.004504847244336363,0.0,0.26332121817219034,,0
54,4,LSQ_PLUS_ML_ALL,1.1449176433245678,0.4316755275636253,-0.07264871273277147,-0.08804666156805986,0.23237669321346122,0.034246037541091456,-0.0045730123431970415,-0.0686849894073554,0.23237669321346122,,0
54,4,DIRECT_NONLINEAR_REFERENCE,1.087558220035463,0.37862178001254354,-0.06637504029133898,-0.08874338603768268,-0.006074454232222492,-0.007457700269986774,-0.011400499037884163,-0.05463529848985526,0.07395282169806891,False,739
54,5,ZERO,2.614563161968195,2.614563161968195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
54,5,LSQ,1.0350299088146337,0.5274975370583411,-0.0794015483409374,-0.05916475525026811,-0.4268282201588944,0.0,0.0,0.0,0.4268282201588944,,0
54,5,LSQ_PLUS_ML_THETA,1.0005327109313948,0.47379867617796056,-0.07973770811051821,-0.06270427193305231,-0.4264557127264312,0.0,-0.008169047403635006,0.0,0.4264557127264312,,0
54,5,LSQ_PLUS_ML_Z_THETA,1.0205481125964306,0.4744886695008712,-0.10544276737153263,-0.06350535562219492,-0.4259436021632013,0.012782856107235438,-0.008303317088404052,0.0,0.4259436021632013,,0
54,5,LSQ_PLUS_ML_ALL,1.0153543489016086,0.47491844650733844,-0.1070290959116616,-0.06385186633786592,-0.30096715044902905,0.016686425953527206,-0.00870440371052332,0.05281975418573509,0.30096715044902905,,0
54,5,DIRECT_NONLINEAR_REFERENCE,0.9493419853693861,0.42528177743901574,-0.093299080310822,-0.06356286208156704,-0.43348565609301254,-0.010463720362374598,-0.015162053835253375,-0.09238010521734513,0.43348565609301254,False,663
54,6,ZERO,2.806762769857718,2.806762769857718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
54,6,LSQ,0.8509103305505197,0.6968133365970101,-0.5106396143057226,0.005032003259495865,0.37604888149891796,0.0,0.0,0.0,0.37604888149891796,,0
54,6,LSQ_PLUS_ML_THETA,0.7972210311847187,0.6016145599228843,-0.5106592127562611,-0.0006356303581490433,0.3756950149479861,0.0,-0.014196237519102385,0.0,0.3756950149479861,,0
54,6,LSQ_PLUS_ML_Z_THETA,0.7996715737468354,0.6209398472729277,-0.4637278941803891,-5.52558330985161e-05,0.3762760977293829,0.05662497211537848,-0.01393195481230511,0.0,0.3762760977293829,,0
54,6,LSQ_PLUS_ML_ALL,0.8027077802474354,0.6155323458687714,-0.4609231558925646,-0.0004649272878002788,0.25070337137722504,0.06316144231142795,-0.014775536606096106,-0.05828337744182127,0.25070337137722504,,0
54,6,DIRECT_NONLINEAR_REFERENCE,0.7434513773459658,0.5165516692086884,-0.4487738834345249,-0.008764871530221529,0.4262944324723745,0.049992240940368415,-0.029334076941986337,-0.04203908308998705,0.4262944324723745,False,771
54,7,ZERO,2.2879699924442916,2.2879699924442916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
54,7,LSQ,1.1636362749461668,1.0070010398646045,-0.08902810582785912,0.10109596694944206,-0.36193731208045044,0.0,0.0,0.0,0.36193731208045044,,0
54,7,LSQ_PLUS_ML_THETA,1.284057081261534,0.8513393667644482,-0.08963312226418768,0.09246551047082091,-0.36144721683156317,0.0,-0.02350981847187021,0.0,0.36144721683156317,,0
54,7,LSQ_PLUS_ML_Z_THETA,1.2837842321600004,0.8567666144010049,-0.12855152438537978,0.09224902076710083,-0.3616136399304956,0.02326428525197366,-0.023392702876631602,0.0,0.3616136399304956,,0
54,7,LSQ_PLUS_ML_ALL,1.273436804369419,0.8476268187496349,-0.13843761720249487,0.09169546219815129,-0.22485202133148968,0.02013767436074823,-0.02483907025709023,0.06332210887644452,0.22485202133148968,,0
54,7,DIRECT_NONLINEAR_REFERENCE,1.4075560079224307,0.6791358176543237,-0.15016178543754938,0.08272049824366226,-0.40224131805079993,-0.0022989526982221398,-0.04935076491206333,-0.07742825953773713,0.40224131805079993,False,811
54,8,ZERO,2.131288442595813,2.131288442595813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
54,8,LSQ,0.845887236422234,1.0329476449348802,-0.1090606921040433,0.034835661532314856,-0.33570649012559256,0.0,0.0,0.0,0.33570649012559256,,0
54,8,LSQ_PLUS_ML_THETA,0.9085412658288212,0.8949147060861388,-0.10874909860197932,0.03713030835993297,-0.3348147691514774,0.0,-0.022044018391705493,0.0,0.3348147691514774,,0
54,8,LSQ_PLUS_ML_Z_THETA,0.9148120541170081,0.8978213842458878,-0.11221574012701624,0.03691429961420471,-0.3348943472201058,0.014885248922404476,-0.022206364147380267,0.0,0.3348943472201058,,0
54,8,LSQ_PLUS_ML_ALL,0.9446604805911087,0.905277161274386,-0.10364851648623406,0.03886482196983341,-0.3454020549688928,0.019249768839378012,-0.021892800101891756,0.07045387380006513,0.3454020549688928,,0
